Ticker,Name,Weight,Shares,Price
RBNC UR Equity,Reliant Bancorp Inc,--,--,26.75
EGAN UR Equity,eGain Corp,--,--,11.2
FORM UW Equity,FormFactor Inc,--,--,35.92
HHC UN Equity,Howard Hughes Corp/The,--,--,94.83
H UN Equity,Hyatt Hotels Corp,--,--,78.24
BNED UN Equity,Barnes & Noble Education Inc,--,--,8.22
BLDR UW Equity,Builders FirstSource Inc,--,--,42.17
WD UN Equity,Walker & Dunlop Inc,--,--,100.23
WWE UN Equity,World Wrestling Entertainment Inc,--,--,56.47
INFI UW Equity,Infinity Pharmaceuticals Inc,--,--,2.85
TXMD UW Equity,TherapeuticsMD Inc,--,--,1.12
CNDT UW Equity,Conduent Inc,--,--,7.06
IRTC UW Equity,iRhythm Technologies Inc,--,--,62.9
PRVB UW Equity,Provention Bio Inc,--,--,6.11
DZSI UR Equity,DZS Inc,--,--,20.3
ARRY UQ Equity,Array Technologies Inc,--,--,15.94
MGI UW Equity,MoneyGram International Inc,--,--,10.08
RPRX UW Equity,Royalty Pharma PLC,--,--,41.58
ENTG UW Equity,Entegris Inc,--,--,117.87
ENV UN Equity,Envestnet Inc,--,--,74.45
FBMS UQ Equity,First Bancshares Inc/The,--,--,35.92
EFSC UW Equity,Enterprise Financial Services Corp,--,--,45.18
FSBW UR Equity,FS Bancorp Inc,--,--,69.8
APPS UR Equity,Digital Turbine Inc,--,--,69.39
FLNT UQ Equity,Fluent Inc,--,--,2.71
ACCD UW Equity,Accolade Inc,--,--,54.56
TALS UQ Equity,Talaris Therapeutics Inc,--,--,14.01
NXRT UN Equity,NexPoint Residential Trust Inc,--,--,56.12
RIGL UW Equity,Rigel Pharmaceuticals Inc,--,--,4.42
APPN UQ Equity,Appian Corp,--,--,138.15
LMNX UW Equity,Luminex Corp,--,--,36.81
NYMT UW Equity,New York Mortgage Trust Inc,--,--,4.4
EXEL UW Equity,Exelixis Inc,--,--,18.39
LXRX UW Equity,Lexicon Pharmaceuticals Inc,--,--,4.01
COTY UN Equity,Coty Inc,--,--,8.66
FDBC UQ Equity,Fidelity D&D Bancorp Inc,--,--,52.5
CHCT UN Equity,Community Healthcare Trust Inc,--,--,48.97
CRIS UQ Equity,Curis Inc,--,--,7.51
BHLB UN Equity,Berkshire Hills Bancorp Inc,--,--,27.76
ARNA UW Equity,Arena Pharmaceuticals Inc,--,--,69.69
INVH UN Equity,Invitation Homes Inc,--,--,38.77
RVP UA Equity,Retractable Technologies Inc,--,--,10.99
LAUR UW Equity,Laureate Education Inc,--,--,14.86
ZYXI UR Equity,Zynex Inc,--,--,15.79
QS UN Equity,QuantumScape Corp,--,--,26.46
LTHM UN Equity,Livent Corp,--,--,19.18
HBIO UQ Equity,Harvard Bioscience Inc,--,--,8.15
WVE UQ Equity,WaVe Life Sciences Ltd,--,--,6.72
CUE UR Equity,Cue Biopharma Inc,--,--,11.18
ALDX UR Equity,Aldeyra Therapeutics Inc,--,--,10.77
EXAS UR Equity,Exact Sciences Corp,--,--,122
USLM UW Equity,United States Lime & Minerals Inc,--,--,138.5
CCOI UW Equity,Cogent Communications Holdings Inc,--,--,75.91
OSTK UQ Equity,Overstock.com Inc,--,--,88.66
ESPR UQ Equity,Esperion Therapeutics Inc,--,--,19.86
NSTG UQ Equity,NanoString Technologies Inc,--,--,62.8
FLWS UW Equity,1-800-Flowers.com Inc,--,--,33.13
PRAX UW Equity,Praxis Precision Medicines Inc,--,--,19.44
XXII UA Equity,22nd Century Group Inc,--,--,3.92
ALGS UW Equity,Aligos Therapeutics Inc,--,--,17.68
TTGT UQ Equity,TechTarget Inc,--,--,76.92
EAR UW Equity,Eargo Inc,--,--,38.71
PYPL UW Equity,PayPal Holdings Inc,--,--,292.64
PAYA UR Equity,Paya Holdings Inc,--,--,11.36
FTDR UW Equity,frontdoor Inc,--,--,49.18
RCM UW Equity,R1 RCM Inc,--,--,22.55
IRWD UW Equity,Ironwood Pharmaceuticals Inc,--,--,12.34
ENVA UN Equity,Enova International Inc,--,--,33.56
CPRX UR Equity,Catalyst Pharmaceuticals Inc,--,--,5.49
AXTA UN Equity,Axalta Coating Systems Ltd,--,--,30.14
EME UN Equity,EMCOR Group Inc,--,--,120.23
SGEN UW Equity,Seagen Inc,--,--,152.5
IAA UN Equity,IAA Inc,--,--,55.88
NTLA UQ Equity,Intellia Therapeutics Inc,--,--,149.45
WPC UN Equity,WP Carey Inc,--,--,76.41
XHR UN Equity,Xenia Hotels & Resorts Inc,--,--,17.92
AXON UW Equity,Axon Enterprise Inc,--,--,176.7
RXRX UW Equity,Recursion Pharmaceuticals Inc,--,--,37.96
ADN UR Equity,Advent Technologies Holdings Inc,--,--,9.32
AKYA UW Equity,Akoya Biosciences Inc,--,--,18.66
BMEA UW Equity,Biomea Fusion Inc,--,--,15.63
SPNS UW Equity,Sapiens International Corp NV,--,--,26.55
CORT UR Equity,Corcept Therapeutics Inc,--,--,22.07
DASH UN Equity,DoorDash Inc,--,--,182.77
FTSI UA Equity,FTS International Inc,--,--,25.69
RIOT UR Equity,Riot Blockchain Inc,--,--,35.43
IPGP UW Equity,IPG Photonics Corp,--,--,210.15
AWI UN Equity,Armstrong World Industries Inc,--,--,108.33
QNST UW Equity,QuinStreet Inc,--,--,18.4
CUTR UW Equity,Cutera Inc,--,--,48.79
CSOD UW Equity,Cornerstone OnDemand Inc,--,--,52.4
OLMA UW Equity,Olema Pharmaceuticals Inc,--,--,25.69
NGMS UQ Equity,NEOGAMES SA,--,--,59.45
MEIP UR Equity,MEI Pharma Inc,--,--,2.86
TLS UQ Equity,Telos Corp,--,--,32.09
MNKD UQ Equity,MannKind Corp,--,--,5.22
HCI UN Equity,HCI Group Inc,--,--,94.18
NLSN UN Equity,Nielsen Holdings PLC,--,--,24.3
TARS UW Equity,Tarsus Pharmaceuticals Inc,--,--,28.75
EQBK UW Equity,Equity Bancshares Inc,--,--,29.52
TIG UW Equity,Trean Insurance Group Inc,--,--,14.37
RLAY UQ Equity,Relay Therapeutics Inc,--,--,36.75
DXCM UW Equity,Dexcom Inc,--,--,440.65
CTSO UR Equity,CytoSorbents Corp,--,--,8.63
SBRA UW Equity,Sabra Health Care REIT Inc,--,--,18.52
MNTV UW Equity,Momentive Global Inc,--,--,21.42
CDXS UW Equity,Codexis Inc,--,--,22.17
PLAN UN Equity,Anaplan Inc,--,--,55.14
ALLO UW Equity,Allogene Therapeutics Inc,--,--,24.91
PODD UW Equity,Insulet Corp,--,--,286.77
CTT UN Equity,CatchMark Timber Trust Inc,--,--,11.65
CYTK UW Equity,Cytokinetics Inc,--,--,19.53
NNI UN Equity,Nelnet Inc,--,--,74.51
SAIA UW Equity,Saia Inc,--,--,209.52
KNSL UW Equity,Kinsale Capital Group Inc,--,--,173.66
PRTK UQ Equity,Paratek Pharmaceuticals Inc,--,--,6.76
WLK UN Equity,Westlake Chemical Corp,--,--,88.23
RUSHB UW Equity,Rush Enterprises Inc,--,--,36.89
ESGR UW Equity,Enstar Group Ltd,--,--,236.09
GTS UN Equity,Triple-S Management Corp,--,--,22.95
NXPI UW Equity,NXP Semiconductors NV,--,--,201.74
ACTG UW Equity,Acacia Research Corp,--,--,6.19
NPTN UN Equity,NeoPhotonics Corp,--,--,10.12
PRGO UN Equity,Perrigo Co PLC,--,--,46.9
AHT UN Equity,Ashford Hospitality Trust Inc,--,--,2.54
LMAT UQ Equity,LeMaitre Vascular Inc,--,--,58.75
GOOD UW Equity,Gladstone Commercial Corp,--,--,22.73
TOWN UW Equity,Towne Bank/Portsmouth VA,--,--,29.6
MODV UW Equity,ModivCare Inc,--,--,167.6
ALNY UW Equity,Alnylam Pharmaceuticals Inc,--,--,174.38
CADE UN Equity,Cadence BanCorp,--,--,19.97
HCC UN Equity,Warrior Met Coal Inc,--,--,16.48
NESR UR Equity,National Energy Services Reunited Corp,--,--,14
TPX UN Equity,Tempur Sealy International Inc,--,--,40.59
MRLN UW Equity,Marlin Business Services Corp,--,--,22.81
ARMK UN Equity,Aramark,--,--,36.38
HLT UN Equity,Hilton Worldwide Holdings Inc,--,--,125.83
FRME UW Equity,First Merchants Corp,--,--,40.25
CONN UW Equity,Conn's Inc,--,--,25.14
FLXN UQ Equity,Flexion Therapeutics Inc,--,--,7.82
EGRX UQ Equity,Eagle Pharmaceuticals Inc/DE,--,--,45.17
CMPR UW Equity,Cimpress PLC,--,--,108.78
DOCN UN Equity,DigitalOcean Holdings Inc,--,--,54.44
PRI UN Equity,Primerica Inc,--,--,147
RMR UR Equity,RMR Group Inc/The,--,--,38.64
HON UW Equity,Honeywell International Inc,--,--,218.56
KRO UN Equity,Kronos Worldwide Inc,--,--,13.83
TDOC UN Equity,Teladoc Health Inc,--,--,163.53
TLMD UW Equity,SOC Telemed Inc,--,--,5.35
HTH UN Equity,Hilltop Holdings Inc,--,--,35.31
LUNA UR Equity,Luna Innovations Inc,--,--,10.68
PLRX UW Equity,Pliant Therapeutics Inc,--,--,26.62
TRIL UR Equity,Trillium Therapeutics Inc,--,--,8.97
AMPE UA Equity,Ampio Pharmaceuticals Inc,--,--,1.68
CDW UW Equity,CDW Corp/DE,--,--,175.97
TCMD UQ Equity,Tactile Systems Technology Inc,--,--,50.73
UCTT UW Equity,Ultra Clean Holdings Inc,--,--,51.45
TBPH UQ Equity,Theravance Biopharma Inc,--,--,14.03
CTRE UW Equity,CareTrust REIT Inc,--,--,23.97
ASGN UN Equity,ASGN Inc,--,--,93.18
AKTS UR Equity,Akoustis Technologies Inc,--,--,10.66
KTB UN Equity,Kontoor Brands Inc,--,--,56.87
LRN UN Equity,Stride Inc,--,--,28.63
CPS UN Equity,Cooper-Standard Holdings Inc,--,--,27.57
CDAY UN Equity,Ceridian HCM Holding Inc,--,--,99.23
BXS UN Equity,BancorpSouth Bank,--,--,27.14
CBSH UW Equity,Commerce Bancshares Inc/MO,--,--,72.98
TRMK UW Equity,Trustmark Corp,--,--,30.18
PRTH UR Equity,Priority Technology Holdings Inc,--,--,6.77
UMBF UW Equity,UMB Financial Corp,--,--,88.66
GCI UN Equity,Gannett Co Inc,--,--,4.99
ERIE UW Equity,Erie Indemnity Co,--,--,189.74
WABC UW Equity,Westamerica BanCorp,--,--,56.44
TCBI UW Equity,Texas Capital Bancshares Inc,--,--,62.35
PACW UW Equity,PacWest Bancorp,--,--,39.51
CBNK UW Equity,Capital Bancorp Inc,--,--,19.76
BEEM UR Equity,Beam Global,--,--,34.74
BRMK UN Equity,Broadmark Realty Capital Inc,--,--,10.52
CARE UW Equity,Carter Bankshares Inc,--,--,12.11
INBX UQ Equity,Inhibrx Inc,--,--,29.09
HRMY UQ Equity,Harmony Biosciences Holdings Inc,--,--,28.98
CNO UN Equity,CNO Financial Group Inc,--,--,23.35
HEAR UQ Equity,Turtle Beach Corp,--,--,30.72
ETRN UN Equity,Equitrans Midstream Corp,--,--,8.53
ASO UW Equity,Academy Sports & Outdoors Inc,--,--,40.47
REG UW Equity,Regency Centers Corp,--,--,63.87
CCCC UW Equity,C4 Therapeutics Inc,--,--,39.01
GRTS UW Equity,Gritstone bio Inc,--,--,8.49
IBP UN Equity,Installed Building Products Inc,--,--,117.65
REKR UR Equity,Rekor Systems Inc,--,--,10.07
REPL UW Equity,Replimune Group Inc,--,--,34.64
FGEN UW Equity,FibroGen Inc,--,--,25.06
ALLK UW Equity,Allakos Inc,--,--,85.46
FLDM UW Equity,Fluidigm Corp,--,--,5.99
ETH UN Equity,Ethan Allen Interiors Inc,--,--,26.38
CHNG UW Equity,Change Healthcare Inc,--,--,22.84
ADPT UW Equity,Adaptive Biotechnologies Corp,--,--,39.26
MORF UQ Equity,Morphic Holding Inc,--,--,57.68
BBIO UW Equity,Bridgebio Pharma Inc,--,--,64.24
CIEN UN Equity,Ciena Corp,--,--,57.73
WBA UW Equity,Walgreens Boots Alliance Inc,--,--,47.7
DPZ UN Equity,Domino's Pizza Inc,--,--,476.61
MAR UW Equity,Marriott International Inc/MD,--,--,140.13
TRUP UQ Equity,Trupanion Inc,--,--,120.29
EAT UN Equity,Brinker International Inc,--,--,61.04
CDNS UW Equity,Cadence Design Systems Inc,--,--,138.67
NGVT UN Equity,Ingevity Corp,--,--,79.25
CRS UN Equity,Carpenter Technology Corp,--,--,37.79
JOE UN Equity,St Joe Co/The,--,--,44.33
TYL UN Equity,Tyler Technologies Inc,--,--,471.46
UHS UN Equity,Universal Health Services Inc,--,--,150.69
HURN UW Equity,Huron Consulting Group Inc,--,--,47.92
AGCO UN Equity,AGCO Corp,--,--,128.85
RMO UN Equity,Romeo Power Inc,--,--,7.53
SWKS UW Equity,Skyworks Solutions Inc,--,--,190.46
ATVI UW Equity,Activision Blizzard Inc,--,--,94.4
EBIX UW Equity,Ebix Inc,--,--,31.94
HFC UN Equity,HollyFrontier Corp,--,--,31.17
JKHY UW Equity,Jack Henry & Associates Inc,--,--,164.71
KPTI UW Equity,Karyopharm Therapeutics Inc,--,--,10.11
AFIN UW Equity,American Finance Trust Inc,--,--,8.48
PRGS UW Equity,Progress Software Corp,--,--,46.44
CNST UW Equity,Constellation Pharmaceuticals Inc,--,--,33.99
RGLD UW Equity,Royal Gold Inc,--,--,116.74
SNPS UW Equity,Synopsys Inc,--,--,279.29
PTEN UW Equity,Patterson-UTI Energy Inc,--,--,9.28
SCHN UW Equity,Schnitzer Steel Industries Inc,--,--,48.58
RS UN Equity,Reliance Steel & Aluminum Co,--,--,148.93
ADTN UW Equity,ADTRAN Inc,--,--,20.11
HSIC UW Equity,Henry Schein Inc,--,--,76.04
ANSS UW Equity,ANSYS Inc,--,--,355.64
FDS UN Equity,FactSet Research Systems Inc,--,--,341.01
AMG UN Equity,Affiliated Managers Group Inc,--,--,166.8
TTWO UW Equity,Take-Two Interactive Software Inc,--,--,174.07
JLL UN Equity,Jones Lang LaSalle Inc,--,--,190.62
MSTR UW Equity,MicroStrategy Inc,--,--,634.29
SBAC UW Equity,SBA Communications Corp,--,--,326.2
ON UW Equity,ON Semiconductor Corp,--,--,38.23
ORA UN Equity,Ormat Technologies Inc,--,--,68.98
MDRX UW Equity,Allscripts Healthcare Solutions Inc,--,--,18.28
CRL UN Equity,Charles River Laboratories International,--,--,377.45
BWXT UN Equity,BWX Technologies Inc,--,--,58.15
MRVL UW Equity,Marvell Technology Inc,--,--,57.5
BLKB UW Equity,Blackbaud Inc,--,--,76.4
OIS UN Equity,Oil States International Inc,--,--,7.38
BG UN Equity,Bunge Ltd,--,--,77.67
XRX UN Equity,Xerox Holdings Corp,--,--,23.7
CLNN UR Equity,Clene Inc,--,--,10.48
CE UN Equity,Celanese Corp,--,--,150.18
KBR UN Equity,KBR Inc,--,--,37.69
SXC UN Equity,SunCoke Energy Inc,--,--,6.76
ALXO UW Equity,ALX Oncology Holdings Inc,--,--,61.32
HII UN Equity,Huntington Ingalls Industries Inc,--,--,205.86
BLI UW Equity,Berkeley Lights Inc,--,--,47.44
GT UW Equity,Goodyear Tire & Rubber Co/The,--,--,16.72
PNM UN Equity,PNM Resources Inc,--,--,48.95
TWTR UN Equity,Twitter Inc,--,--,70.21
CFG UN Equity,Citizens Financial Group Inc,--,--,44.7
YEXT UN Equity,Yext Inc,--,--,13.87
CFR UN Equity,Cullen/Frost Bankers Inc,--,--,108.36
FCFS UW Equity,FirstCash Inc,--,--,76.4
SUM UN Equity,Summit Materials Inc,--,--,34.03
JHG UN Equity,Janus Henderson Group PLC,--,--,38.54
PB UN Equity,Prosperity Bancshares Inc,--,--,70.25
EVC UN Equity,Entravision Communications Corp,--,--,6.77
LYV UN Equity,Live Nation Entertainment Inc,--,--,84.95
WMS UN Equity,Advanced Drainage Systems Inc,--,--,114.25
OEC UN Equity,Orion Engineered Carbons SA,--,--,18.47
CVGI UW Equity,Commercial Vehicle Group Inc,--,--,9.23
AMSWA UW Equity,American Software Inc/GA,--,--,22.88
COO UN Equity,Cooper Cos Inc/The,--,--,409.55
MAN UN Equity,ManpowerGroup Inc,--,--,115.67
OII UN Equity,Oceaneering International Inc,--,--,15.19
VHI UN Equity,Valhi Inc,--,--,24.68
VSH UN Equity,Vishay Intertechnology Inc,--,--,22.15
MILE UR Equity,MetroMile Inc,--,--,8.72
MRVI UW Equity,Maravai LifeSciences Holdings Inc,--,--,39.61
ATR UN Equity,AptarGroup Inc,--,--,140.05
RMD UN Equity,ResMed Inc,--,--,247.93
LAZ UN Equity,Lazard Ltd,--,--,45.91
MTD UN Equity,Mettler-Toledo International Inc,--,--,1419.65
VBIV UR Equity,VBI Vaccines Inc,--,--,3.28
ARVN UW Equity,Arvinas Inc,--,--,77.72
BMRN UW Equity,BioMarin Pharmaceutical Inc,--,--,84.57
SPWR UW Equity,SunPower Corp,--,--,29.59
BECN UW Equity,Beacon Roofing Supply Inc,--,--,52.87
BEAM UW Equity,Beam Therapeutics Inc,--,--,112.97
VPG UN Equity,Vishay Precision Group Inc,--,--,34.2
CSPR UN Equity,Casper Sleep Inc,--,--,8.19
SDGR UW Equity,Schrodinger Inc/United States,--,--,75.51
PPD UW Equity,PPD Inc,--,--,46.07
WAL UN Equity,Western Alliance Bancorp,--,--,92.59
PINC UW Equity,Premier Inc,--,--,35.44
TAST UW Equity,Carrols Restaurant Group Inc,--,--,5.86
CHX UW Equity,ChampionX Corp,--,--,23.99
DSEY UW Equity,Diversey Holdings Ltd,--,--,17.86
GTES UN Equity,Gates Industrial Corp PLC,--,--,17.6
CRSR UW Equity,Corsair Gaming Inc,--,--,32.03
SHO UN Equity,Sunstone Hotel Investors Inc,--,--,12.01
GOLF UN Equity,Acushnet Holdings Corp,--,--,49.35
FOXA UW Equity,Fox Corp,--,--,36.73
VIAC UW Equity,ViacomCBS Inc,--,--,42.87
FOX UW Equity,Fox Corp,--,--,34.73
PLMR UW Equity,Palomar Holdings Inc,--,--,76.99
TPTX UW Equity,Turning Point Therapeutics Inc,--,--,73.34
CHD UN Equity,Church & Dwight Co Inc,--,--,85.52
DRE UN Equity,Duke Realty Corp,--,--,48.38
VIACA UW Equity,ViacomCBS Inc,--,--,46.3
FRT UN Equity,Federal Realty Investment Trust,--,--,116.83
MDU UN Equity,MDU Resources Group Inc,--,--,31.18
MGM UN Equity,MGM Resorts International,--,--,41.25
BSY UW Equity,Bentley Systems Inc,--,--,65.84
TOL UN Equity,Toll Brothers Inc,--,--,57.07
AMWD UW Equity,American Woodmark Corp,--,--,78.08
TBBK UW Equity,Bancorp Inc/The,--,--,22.16
FOSL UW Equity,Fossil Group Inc,--,--,13.41
SSTI UR Equity,ShotSpotter Inc,--,--,47.84
JBHT UW Equity,JB Hunt Transport Services Inc,--,--,163.02
LRCX UW Equity,Lam Research Corp,--,--,621.9
MHK UN Equity,Mohawk Industries Inc,--,--,193.71
PNR UN Equity,Pentair PLC,--,--,67.45
AAWW UW Equity,Atlas Air Worldwide Holdings Inc,--,--,66.68
SEIC UW Equity,SEI Investments Co,--,--,61.48
VRTX UW Equity,Vertex Pharmaceuticals Inc,--,--,200.05
WOOF UW Equity,Petco Health & Wellness Co Inc,--,--,21.2
CUBE UN Equity,CubeSmart,--,--,48.04
CREE UW Equity,Cree Inc,--,--,97.45
MAC UN Equity,Macerich Co/The,--,--,17.58
NYCB UN Equity,New York Community Bancorp Inc,--,--,11.05
RNR UN Equity,RenaissanceRe Holdings Ltd,--,--,148.16
SIRI UW Equity,Sirius XM Holdings Inc,--,--,6.54
MLM UN Equity,Martin Marietta Materials Inc,--,--,348.54
LTRPA UW Equity,Liberty TripAdvisor Holdings Inc,--,--,3.86
RYN UN Equity,Rayonier Inc,--,--,36.68
BHVN UN Equity,Biohaven Pharmaceutical Holding Co Ltd,--,--,98.85
MDGL UW Equity,Madrigal Pharmaceuticals Inc,--,--,97.09
JOUT UW Equity,Johnson Outdoors Inc,--,--,118.24
SCCO UN Equity,Southern Copper Corp,--,--,62.44
BXC UN Equity,BlueLinx Holdings Inc,--,--,44.06
LGIH UW Equity,LGI Homes Inc,--,--,162.07
ACGL UW Equity,Arch Capital Group Ltd,--,--,38.8
DISH UW Equity,DISH Network Corp,--,--,41.73
FB UW Equity,Facebook Inc,--,--,352.78
VHC UN Equity,VirnetX Holding Corp,--,--,4.17
ALXN UW Equity,Alexion Pharmaceuticals Inc,--,--,184.54
KKR UN Equity,KKR & Co Inc,--,--,59.93
RE UN Equity,Everest Re Group Ltd,--,--,248.38
NLY UN Equity,Annaly Capital Management Inc,--,--,8.84
ICFI UW Equity,ICF International Inc,--,--,89.8
KNL UN Equity,Knoll Inc,--,--,25.96
ONCR UQ Equity,Oncorus Inc,--,--,12.64
DV UN Equity,DoubleVerify Holdings Inc,--,--,38.13
FLOW UN Equity,SPX FLOW Inc,--,--,63.57
CCI UN Equity,Crown Castle International Corp,--,--,199.63
CLR UN Equity,Continental Resources Inc/OK,--,--,37.34
RRBI UW Equity,Red River Bancshares Inc,--,--,49.11
AAP UN Equity,Advance Auto Parts Inc,--,--,208.7
SKYT UR Equity,SkyWater Technology Inc,--,--,26.68
PLBY UQ Equity,PLBY Group Inc,--,--,36.19
ILMN UW Equity,Illumina Inc,--,--,474.85
STRO UQ Equity,Sutro Biopharma Inc,--,--,18.23
ADS UN Equity,Alliance Data Systems Corp,--,--,103.19
SEM UN Equity,Select Medical Holdings Corp,--,--,41.35
USX UN Equity,US Xpress Enterprises Inc,--,--,8.18
DLB UN Equity,Dolby Laboratories Inc,--,--,100.25
DOC UN Equity,Physicians Realty Trust,--,--,18.56
REXR UN Equity,Rexford Industrial Realty Inc,--,--,58.13
EPC UN Equity,Edgewell Personal Care Co,--,--,42.74
SAIC UN Equity,Science Applications International Corp,--,--,87
INS UN Equity,Intelligent Systems Corp,--,--,32.28
GRMN UW Equity,Garmin Ltd,--,--,146.64
XEC UN Equity,Cimarex Energy Co,--,--,70.78
REAL UW Equity,RealReal Inc/The,--,--,18.49
KRTX UQ Equity,Karuna Therapeutics Inc,--,--,120.03
HYFM UW Equity,Hydrofarm Holdings Group Inc,--,--,58.44
HLF UN Equity,Herbalife Nutrition Ltd,--,--,52.91
AXS UN Equity,Axis Capital Holdings Ltd,--,--,48.9
VTGN UR Equity,VistaGen Therapeutics Inc,--,--,3.33
MSGE UN Equity,Madison Square Garden Entertainment Corp,--,--,83.1
DLR UN Equity,Digital Realty Trust Inc,--,--,152.32
LVS UN Equity,Las Vegas Sands Corp,--,--,51.53
DISCK UW Equity,Discovery Inc,--,--,28.56
LYB UN Equity,LyondellBasell Industries NV,--,--,100.09
ULH UW Equity,Universal Logistics Holdings Inc,--,--,23.07
AVGO UW Equity,Broadcom Inc,--,--,473.28
QRTEA UW Equity,Qurate Retail Inc,--,--,12.53
FLT UN Equity,FleetCor Technologies Inc,--,--,256.46
ALT UQ Equity,Altimmune Inc,--,--,8.87
SCU UN Equity,Sculptor Capital Management Inc,--,--,24.27
LULU UW Equity,Lululemon Athletica Inc,--,--,371.37
EXLS UW Equity,ExlService Holdings Inc,--,--,106.29
AWK UN Equity,American Water Works Co Inc,--,--,159.88
CUBI UN Equity,Customers Bancorp Inc,--,--,38.58
IDYA UW Equity,Ideaya Biosciences Inc,--,--,22.72
GM UN Equity,General Motors Co,--,--,57.46
DG UN Equity,Dollar General Corp,--,--,218.4
LEU UA Equity,Centrus Energy Corp,--,--,25.38
CIT UN Equity,CIT Group Inc,--,--,48.94
LEGH UW Equity,Legacy Housing Corp,--,--,17.26
KMI UN Equity,Kinder Morgan Inc,--,--,18.44
RNG UN Equity,RingCentral Inc,--,--,303.93
ARAY UW Equity,Accuray Inc,--,--,4.4
KALV UQ Equity,KalVista Pharmaceuticals Inc,--,--,22.98
HCA UN Equity,HCA Healthcare Inc,--,--,214.84
NWSA UW Equity,News Corp,--,--,25.54
ORI UN Equity,Old Republic International Corp,--,--,24.99
GLDD UW Equity,Great Lakes Dredge & Dock Corp,--,--,14.34
OCUL UQ Equity,Ocular Therapeutix Inc,--,--,13.41
LOCO UW Equity,El Pollo Loco Holdings Inc,--,--,19.02
VEC UN Equity,Vectrus Inc,--,--,46.26
OFLX UQ Equity,Omega Flex Inc,--,--,149.2
WTM UN Equity,White Mountains Insurance Group Ltd,--,--,1161.67
CORE UW Equity,Core-Mark Holding Co Inc,--,--,43.73
TDS UN Equity,Telephone and Data Systems Inc,--,--,22.82
AEO UN Equity,American Eagle Outfitters Inc,--,--,37.06
ARD UN Equity,Ardagh Group SA,--,--,25.03
MMAT UR Equity,Meta Materials Inc,--,--,7.19
NXST UW Equity,Nexstar Media Group Inc,--,--,147.9
CTRN UW Equity,Citi Trends Inc,--,--,85
EXC UW Equity,Exelon Corp,--,--,44.88
HSC UN Equity,Harsco Corp,--,--,19.65
AM UN Equity,Antero Midstream Corp,--,--,10.28
DBI UN Equity,Designer Brands Inc,--,--,15.8
LBRT UN Equity,Liberty Oilfield Services Inc,--,--,13.6
TFSL UW Equity,TFS Financial Corp,--,--,19.86
PD UN Equity,PagerDuty Inc,--,--,42
MYGN UW Equity,Myriad Genetics Inc,--,--,31.64
CRNC UW Equity,Cerence Inc,--,--,124.32
AVLR UN Equity,Avalara Inc,--,--,166.01
DEA UN Equity,Easterly Government Properties Inc,--,--,21.42
WTRG UN Equity,Essential Utilities Inc,--,--,47.47
FCN UN Equity,FTI Consulting Inc,--,--,137.13
UDR UN Equity,UDR Inc,--,--,50.37
EGLE UW Equity,Eagle Bulk Shipping Inc,--,--,44.15
URGN UQ Equity,UroGen Pharma Ltd,--,--,14.96
SWAV UW Equity,Shockwave Medical Inc,--,--,192.47
LAMR UW Equity,Lamar Advertising Co,--,--,105.07
INVE UR Equity,Identiv Inc,--,--,15.26
SLG UN Equity,SL Green Realty Corp,--,--,79.6
HUN UN Equity,Huntsman Corp,--,--,26.21
AX UN Equity,Axos Financial Inc,--,--,45.33
UFS UN Equity,Domtar Corp,--,--,54.89
WSM UN Equity,Williams-Sonoma Inc,--,--,161.33
ARES UN Equity,Ares Management Corp,--,--,65.01
LITE UW Equity,Lumentum Holdings Inc,--,--,83.72
STLD UW Equity,Steel Dynamics Inc,--,--,58.22
PRTG UR Equity,Portage Biotech Inc,--,--,21.27
VAPO UN Equity,Vapotherm Inc,--,--,22.53
AROC UN Equity,Archrock Inc,--,--,8.59
SHLS UQ Equity,Shoals Technologies Group Inc,--,--,36.16
NMIH UQ Equity,NMI Holdings Inc,--,--,21.79
OSK UN Equity,Oshkosh Corp,--,--,121.86
JAZZ UW Equity,Jazz Pharmaceuticals PLC,--,--,182.93
AGR UN Equity,Avangrid Inc,--,--,51.66
STAR UN Equity,iStar Inc,--,--,20.75
BRO UN Equity,Brown & Brown Inc,--,--,53.56
GPMT UN Equity,Granite Point Mortgage Trust Inc,--,--,14.59
CARS UN Equity,Cars.com Inc,--,--,13.43
VKTX UR Equity,Viking Therapeutics Inc,--,--,6.17
ATRC UQ Equity,AtriCure Inc,--,--,79.82
OI UN Equity,O-I Glass Inc,--,--,16
BOX UN Equity,Box Inc,--,--,26.34
PRDO UW Equity,Perdoceo Education Corp,--,--,12.24
GNUS UR Equity,Genius Brands International Inc,--,--,1.74
HBI UN Equity,Hanesbrands Inc,--,--,17.83
BR UN Equity,Broadridge Financial Solutions Inc,--,--,164.66
HRC UN Equity,Hill-Rom Holdings Inc,--,--,116.18
RDN UN Equity,Radian Group Inc,--,--,22.16
CHS UN Equity,Chico's FAS Inc,--,--,6.4
TW UW Equity,Tradeweb Markets Inc,--,--,85.54
CYH UN Equity,Community Health Systems Inc,--,--,15.46
PINS UN Equity,Pinterest Inc,--,--,80.29
MNRL UN Equity,Brigham Minerals Inc,--,--,20.83
ROLL UW Equity,RBC Bearings Inc,--,--,196.59
EAF UN Equity,GrafTech International Ltd,--,--,11.17
DT UN Equity,Dynatrace Inc,--,--,61.51
