Ticker,Name,Weight,Shares,Price
AEP UW Equity,American Electric Power Co Inc,--,--,84.77
MXL UN Equity,MaxLinear Inc,--,--,41.44
CDNA UQ Equity,CareDx Inc,--,--,92.75
SBTX UQ Equity,Silverback Therapeutics Inc,--,--,32
SEER UW Equity,Seer Inc,--,--,33.54
SGTX UW Equity,Sigilon Therapeutics Inc,--,--,10.47
SVC UW Equity,Service Properties Trust,--,--,13.21
DHC UW Equity,Diversified Healthcare Trust,--,--,4.13
HRI UN Equity,Herc Holdings Inc,--,--,113.4
CLBK UW Equity,Columbia Financial Inc,--,--,17.68
LEVL UW Equity,Level One Bancorp Inc,--,--,27
CHDN UW Equity,Churchill Downs Inc,--,--,205.14
CWEN/A UN Equity,Clearway Energy Inc,--,--,25.54
OPI UW Equity,Office Properties Income Trust,--,--,29.51
FVE UR Equity,Five Star Senior Living Inc,--,--,5.43
TCBK UW Equity,TriCo Bancshares,--,--,43.67
LECO UW Equity,Lincoln Electric Holdings Inc,--,--,132.16
BRG UA Equity,Bluerock Residential Growth REIT Inc,--,--,9.98
SNR UN Equity,New Senior Investment Group Inc,--,--,6.91
MPB UQ Equity,Mid Penn Bancorp Inc,--,--,28.06
BANF UW Equity,BancFirst Corp,--,--,64.77
IQV UN Equity,IQVIA Holdings Inc,--,--,245.34
PNTG UW Equity,Pennant Group Inc/The,--,--,42.5
NVRO UN Equity,Nevro Corp,--,--,178.59
BBSI UW Equity,Barrett Business Services Inc,--,--,76
WLL UN Equity,Whiting Petroleum Corp,--,--,54.85
CCF UA Equity,Chase Corp,--,--,105.76
FRTA UW Equity,Forterra Inc,--,--,23.51
CZR UW Equity,Caesars Entertainment Inc,--,--,102.43
GABC UW Equity,German American Bancorp Inc,--,--,38.34
MDLZ UW Equity,Mondelez International Inc,--,--,63.18
RYAM UN Equity,Rayonier Advanced Materials Inc,--,--,6.61
SNDR UN Equity,Schneider National Inc,--,--,21.86
ELS UN Equity,Equity LifeStyle Properties Inc,--,--,75.74
THRM UW Equity,Gentherm Inc,--,--,72.34
ASPN UN Equity,Aspen Aerogels Inc,--,--,24.65
VVI UN Equity,Viad Corp,--,--,49.71
SQZ UN Equity,SQZ Biotechnologies Co,--,--,14.2
CAL UN Equity,Caleres Inc,--,--,27.92
PCYG UR Equity,Park City Group Inc,--,--,5.76
COMM UW Equity,CommScope Holding Co Inc,--,--,21.34
TPIC UQ Equity,TPI Composites Inc,--,--,47.1
AVIR UW Equity,Atea Pharmaceuticals Inc,--,--,23.81
IIPR UN Equity,Innovative Industrial Properties Inc,--,--,195.24
BFAM UN Equity,Bright Horizons Family Solutions Inc,--,--,147.55
BCO UN Equity,Brink's Co/The,--,--,79.78
ATEX UR Equity,Anterix Inc,--,--,61.96
SKY UN Equity,Skyline Champion Corp,--,--,53.69
SPXC UN Equity,SPX Corp,--,--,60.41
IRT UN Equity,Independence Realty Trust Inc,--,--,18.43
EB UN Equity,Eventbrite Inc,--,--,19.35
TTD UQ Equity,Trade Desk Inc/The,--,--,76.02
PFC UW Equity,Premier Financial Corp,--,--,29.53
GPI UN Equity,Group 1 Automotive Inc,--,--,158.09
SAGE UQ Equity,Sage Therapeutics Inc,--,--,58.34
BSVN UW Equity,Bank7 Corp,--,--,16.95
GCO UN Equity,Genesco Inc,--,--,63.62
CNA UN Equity,CNA Financial Corp,--,--,46.36
NEU UN Equity,NewMarket Corp,--,--,330.98
NL UN Equity,NL Industries Inc,--,--,7.08
RC UN Equity,Ready Capital Corp,--,--,16.53
CWEN UN Equity,Clearway Energy Inc,--,--,26.55
SRNE UR Equity,Sorrento Therapeutics Inc,--,--,9.86
AERI UQ Equity,Aerie Pharmaceuticals Inc,--,--,18.78
BWB UR Equity,Bridgewater Bancshares Inc,--,--,16.78
PVBC UR Equity,Provident Bancorp Inc,--,--,16.45
PKG UN Equity,Packaging Corp of America,--,--,135.26
AUB UW Equity,Atlantic Union Bankshares Corp,--,--,37.23
DSKE UR Equity,Daseke Inc,--,--,6.62
GTYH UR Equity,GTY Technology Holdings Inc,--,--,7.14
NTST UN Equity,NETSTREIT Corp,--,--,23.33
SILK UW Equity,Silk Road Medical Inc,--,--,52.59
AE UA Equity,Adams Resources & Energy Inc,--,--,27.11
QCRH UQ Equity,QCR Holdings Inc,--,--,49
UPLD UQ Equity,Upland Software Inc,--,--,40.89
CHRS UQ Equity,Coherus Biosciences Inc,--,--,15.41
SOLY UR Equity,Soliton Inc,--,--,22.51
PI UW Equity,Impinj Inc,--,--,52.56
ELF UN Equity,elf Beauty Inc,--,--,28
SMMF UW Equity,Summit Financial Group Inc,--,--,23.3
GTY UN Equity,Getty Realty Corp,--,--,31.36
CWK UN Equity,Cushman & Wakefield PLC,--,--,17.64
INCY UW Equity,Incyte Corp,--,--,86.83
PDLB UQ Equity,PDL Community Bancorp,--,--,13.57
APG UN Equity,API Group Corp,--,--,21.13
SLAB UW Equity,Silicon Laboratories Inc,--,--,147
CNTY UR Equity,Century Casinos Inc,--,--,14.01
QTS UN Equity,QTS Realty Trust Inc,--,--,77.2
GOSS UW Equity,Gossamer Bio Inc,--,--,8.21
SRI UN Equity,Stoneridge Inc,--,--,30.99
OSBC UW Equity,Old Second Bancorp Inc,--,--,12.75
EARN UN Equity,Ellington Residential Mortgage REIT,--,--,12.5
RBB UW Equity,RBB Bancorp,--,--,25.25
NRZ UN Equity,New Residential Investment Corp,--,--,10.75
ALTA UR Equity,Altabancorp,--,--,44.09
SUI UN Equity,Sun Communities Inc,--,--,175.12
SUPN UQ Equity,Supernus Pharmaceuticals Inc,--,--,32.66
FRPT UQ Equity,Freshpet Inc,--,--,170.06
SYNH UW Equity,Syneos Health Inc,--,--,88.96
HT UN Equity,Hersha Hospitality Trust,--,--,11.22
RGNX UW Equity,REGENXBIO Inc,--,--,40.48
CDAK UQ Equity,Codiak Biosciences Inc,--,--,20.25
UFPT UR Equity,UFP Technologies Inc,--,--,58.32
DBRG UN Equity,DigitalBridge Group Inc,--,--,8.2
FNF UN Equity,Fidelity National Financial Inc,--,--,44.74
TMST UN Equity,TimkenSteel Corp,--,--,14.55
CPLG UN Equity,CorePoint Lodging Inc,--,--,10.21
BCRX UW Equity,BioCryst Pharmaceuticals Inc,--,--,17.13
TACO UR Equity,Del Taco Restaurants Inc,--,--,9.84
VOYA UN Equity,Voya Financial Inc,--,--,62.12
XNCR UQ Equity,Xencor Inc,--,--,36.3
XEL UW Equity,Xcel Energy Inc,--,--,67.1
RGCO UQ Equity,RGC Resources Inc,--,--,25.38
LILA UW Equity,Liberty Latin America Ltd,--,--,14.47
LILAK UW Equity,Liberty Latin America Ltd,--,--,14.74
TBK UW Equity,Triumph Bancorp Inc,--,--,77.37
EPRT UN Equity,Essential Properties Realty Trust Inc,--,--,27.25
APAM UN Equity,Artisan Partners Asset Management Inc,--,--,51.87
PEBO UW Equity,Peoples Bancorp Inc/OH,--,--,29.94
KHC UW Equity,Kraft Heinz Co/The,--,--,40.69
TIPT UR Equity,Tiptree Inc,--,--,9.69
REV UN Equity,Revlon Inc,--,--,13.95
MTDR UN Equity,Matador Resources Co,--,--,37.02
SLCA UN Equity,US Silica Holdings Inc,--,--,12.52
WSR UN Equity,Whitestone REIT,--,--,8.35
AR UN Equity,Antero Resources Corp,--,--,15.06
LYFT UW Equity,Lyft Inc,--,--,61.5
CXP UN Equity,Columbia Property Trust Inc,--,--,17.51
MGTX UW Equity,MeiraGTx Holdings plc,--,--,16.17
VAC UN Equity,Marriott Vacations Worldwide Corp,--,--,162.67
PCYO UR Equity,Pure Cycle Corp,--,--,14.05
HARP UW Equity,Harpoon Therapeutics Inc,--,--,14.62
NNBR UW Equity,NN Inc,--,--,7.34
AMNB UW Equity,American National Bankshares Inc,--,--,32.1
ATLO UR Equity,Ames National Corp,--,--,24.6
ARTNA UW Equity,Artesian Resources Corp,--,--,36.64
CG UW Equity,Carlyle Group Inc/The,--,--,46.98
NKTR UW Equity,Nektar Therapeutics,--,--,17.27
CCNE UW Equity,CNB Financial Corp/PA,--,--,22.34
LKFN UW Equity,Lakeland Financial Corp,--,--,63.07
MGNX UW Equity,MacroGenics Inc,--,--,27.17
FCBC UW Equity,First Community Bankshares Inc,--,--,30.86
PLBC UR Equity,Plumas Bancorp,--,--,31.75
NKSH UR Equity,National Bankshares Inc,--,--,34.96
MPAA UW Equity,Motorcar Parts of America Inc,--,--,22.9
SHEN UW Equity,Shenandoah Telecommunications Co,--,--,50.05
QTNT UQ Equity,Quotient Ltd,--,--,4.07
BCOR UW Equity,Blucora Inc,--,--,17.79
AWH UR Equity,Aspira Women's Health Inc,--,--,5.84
HROW UQ Equity,Harrow Health Inc,--,--,10.37
DCOM UW Equity,Dime Community Bancshares Inc,--,--,35.09
GHM UN Equity,Graham Corp,--,--,13.45
GNPX UR Equity,Genprex Inc,--,--,3.59
DCT UW Equity,Duck Creek Technologies Inc,--,--,43.81
CCBG UW Equity,Capital City Bank Group Inc,--,--,26.33
MNST UW Equity,Monster Beverage Corp,--,--,92.12
INSW UN Equity,International Seaways Inc,--,--,20.36
SONO UW Equity,Sonos Inc,--,--,34.88
BANC UN Equity,Banc of California Inc,--,--,17.68
ALVR UW Equity,Allovir Inc,--,--,21.17
WING UW Equity,Wingstop Inc,--,--,156.58
LARK UQ Equity,Landmark Bancorp Inc/Manhattan KS,--,--,27.2
ANAB UW Equity,AnaptysBio Inc,--,--,26.44
BMRC UR Equity,Bank of Marin Bancorp,--,--,31.34
SMBC UQ Equity,Southern Missouri Bancorp Inc,--,--,46.27
SANA UW Equity,Sana Biotechnology Inc,--,--,19.14
LADR UN Equity,Ladder Capital Corp,--,--,12.14
LABP UQ Equity,Landos Biopharma Inc,--,--,12
SNSE UQ Equity,Sensei Biotherapeutics Inc,--,--,10.95
TLYS UN Equity,Tilly's Inc,--,--,16.26
NOW UN Equity,ServiceNow Inc,--,--,544.99
ANAT UW Equity,American National Group Inc,--,--,146.51
ALEX UN Equity,Alexander & Baldwin Inc,--,--,18.77
UUUU UA Equity,Energy Fuels Inc/Canada,--,--,6.11
BRX UN Equity,Brixmor Property Group Inc,--,--,23.42
XFOR UR Equity,X4 Pharmaceuticals Inc,--,--,7
VTOL UN Equity,Bristow Group Inc,--,--,25.56
OKTA UW Equity,Okta Inc,--,--,246.13
ABCB UW Equity,Ameris Bancorp,--,--,53.02
FGBI UQ Equity,First Guaranty Bancshares Inc,--,--,18.88
KURA UW Equity,Kura Oncology Inc,--,--,22.24
RMNI UQ Equity,Rimini Street Inc,--,--,6.59
PENN UW Equity,Penn National Gaming Inc,--,--,76.09
SPNT UN Equity,SiriusPoint Ltd,--,--,10.32
ARLO UN Equity,Arlo Technologies Inc,--,--,7.12
ZUO UN Equity,Zuora Inc,--,--,18.29
NWE UW Equity,NorthWestern Corp,--,--,61.1
GBX UN Equity,Greenbrier Cos Inc/The,--,--,45.83
AVYA UN Equity,Avaya Holdings Corp,--,--,26.72
MLR UN Equity,Miller Industries Inc/TN,--,--,39.54
HGV UN Equity,Hilton Grand Vacations Inc,--,--,42.31
PK UN Equity,Park Hotels & Resorts Inc,--,--,21.54
RVNC UQ Equity,Revance Therapeutics Inc,--,--,30.82
APTX UW Equity,Aptinyx Inc,--,--,2.91
MGTA UQ Equity,Magenta Therapeutics Inc,--,--,9.94
FR UN Equity,First Industrial Realty Trust Inc,--,--,53.43
PGC UW Equity,Peapack-Gladstone Financial Corp,--,--,32.53
OESX UR Equity,Orion Energy Systems Inc,--,--,5.83
KZR UW Equity,Kezar Life Sciences Inc,--,--,5.8
ZEUS UW Equity,Olympic Steel Inc,--,--,29.87
XERS UW Equity,Xeris Pharmaceuticals Inc,--,--,4.81
AVRO UW Equity,Avrobio Inc,--,--,9.89
FRGI UW Equity,Fiesta Restaurant Group Inc,--,--,12.93
VREX UW Equity,Varex Imaging Corp,--,--,27.98
IIIV UW Equity,I3 Verticals Inc,--,--,31.39
AVTR UN Equity,Avantor Inc,--,--,35.68
FSLY UN Equity,Fastly Inc,--,--,60.64
LNG UA Equity,Cheniere Energy Inc,--,--,87.44
REVG UN Equity,REV Group Inc,--,--,16.32
JNCE UW Equity,Jounce Therapeutics Inc,--,--,7.52
AZPN UW Equity,Aspen Technology Inc,--,--,140.95
DXPE UW Equity,DXP Enterprises Inc/TX,--,--,32.9
STXS UA Equity,Stereotaxis Inc,--,--,9.57
IBRX UW Equity,ImmunityBio Inc,--,--,14.45
AMH UN Equity,American Homes 4 Rent,--,--,39.63
YMAB UW Equity,Y-mAbs Therapeutics Inc,--,--,34.33
BSGM UR Equity,BioSig Technologies Inc,--,--,3.6
PLPC UW Equity,Preformed Line Products Co,--,--,77.05
VRTV UN Equity,Veritiv Corp,--,--,60.18
CVLG UW Equity,Covenant Logistics Group Inc,--,--,20.16
OVBC UQ Equity,Ohio Valley Banc Corp,--,--,24.47
SASR UW Equity,Sandy Spring Bancorp Inc,--,--,45.99
GBL UN Equity,GAMCO Investors Inc,--,--,25.35
SBGI UW Equity,Sinclair Broadcast Group Inc,--,--,34.83
VCYT UQ Equity,Veracyte Inc,--,--,42
BHB UA Equity,Bar Harbor Bankshares,--,--,27.36
NVEC UR Equity,NVE Corp,--,--,74.23
UNTY UQ Equity,Unity Bancorp Inc,--,--,22.16
CBZ UN Equity,CBIZ Inc,--,--,33.58
CODX UR Equity,Co-Diagnostics Inc,--,--,8.56
AIR UN Equity,AAR Corp,--,--,39.71
GIC UN Equity,Global Industrial Co,--,--,36.71
APLE UN Equity,Apple Hospitality REIT Inc,--,--,15.55
KRNY UW Equity,Kearny Financial Corp/MD,--,--,12.37
ACNB UR Equity,ACNB Corp,--,--,28.02
AUBN UQ Equity,Auburn National BanCorp Inc,--,--,35.79
PWOD UW Equity,Penns Woods Bancorp Inc,--,--,24.19
BANR UW Equity,Banner Corp,--,--,56.84
KFRC UW Equity,Kforce Inc,--,--,62.17
RICK UQ Equity,RCI Hospitality Holdings Inc,--,--,67.43
NWPX UW Equity,Northwest Pipe Co,--,--,28.52
SIX UN Equity,Six Flags Entertainment Corp,--,--,44.85
POR UN Equity,Portland General Electric Co,--,--,47.92
YORW UW Equity,York Water Co/The,--,--,46.39
BVH UN Equity,Bluegreen Vacations Holding Corp,--,--,17.54
CMCO UW Equity,Columbus McKinnon Corp/NY,--,--,47.96
LNDC UW Equity,Landec Corp,--,--,11.1
WH UN Equity,Wyndham Hotels & Resorts Inc,--,--,72.97
WHD UN Equity,Cactus Inc,--,--,38.56
IDT UN Equity,IDT Corp,--,--,36.29
CASS UW Equity,Cass Information Systems Inc,--,--,40.6
KVHI UW Equity,KVH Industries Inc,--,--,12.59
DRRX UR Equity,Durect Corp,--,--,1.82
PFBI UQ Equity,Premier Financial Bancorp Inc,--,--,16.92
NBIX UW Equity,Neurocrine Biosciences Inc,--,--,100.29
NH UW Equity,NantHealth Inc,--,--,2.52
RUSHA UW Equity,Rush Enterprises Inc,--,--,41.51
ATKR UN Equity,Atkore Inc,--,--,71.95
CASI UR Equity,CASI Pharmaceuticals Inc,--,--,1.62
DECK UN Equity,Deckers Outdoor Corp,--,--,380.66
OCFC UW Equity,OceanFirst Financial Corp,--,--,21.04
PEGA UW Equity,Pegasystems Inc,--,--,140.37
VLY UW Equity,Valley National Bancorp,--,--,13.76
FBIO UR Equity,Fortress Biotech Inc,--,--,3.7
CZNC UR Equity,Citizens & Northern Corp,--,--,24.17
CVLY UQ Equity,Codorus Valley Bancorp Inc,--,--,20.36
AIT UN Equity,Applied Industrial Technologies Inc,--,--,89.35
VITL UQ Equity,Vital Farms Inc,--,--,21.22
DHIL UW Equity,Diamond Hill Investment Group Inc,--,--,171.84
KRYS UQ Equity,Krystal Biotech Inc,--,--,67.67
ASC UN Equity,Ardmore Shipping Corp,--,--,4.6
SFM UW Equity,Sprouts Farmers Market Inc,--,--,26.38
NOVT UW Equity,Novanta Inc,--,--,130.34
RYTM UQ Equity,Rhythm Pharmaceuticals Inc,--,--,20.73
TPH UN Equity,Tri Pointe Homes Inc,--,--,21.08
ADMA UQ Equity,ADMA Biologics Inc,--,--,1.72
AJG UN Equity,Arthur J Gallagher & Co,--,--,141.9
SYKE UW Equity,Sykes Enterprises Inc,--,--,53.35
KRMD UR Equity,Repro-Med Systems Inc,--,--,4.46
RPAI UN Equity,Retail Properties of America Inc,--,--,11.65
TVTX UQ Equity,Travere Therapeutics Inc,--,--,15.74
GLYC UQ Equity,GlycoMimetics Inc,--,--,2.51
APLT UQ Equity,Applied Therapeutics Inc,--,--,24.77
BRBR UN Equity,BellRing Brands Inc,--,--,30.84
WDAY UW Equity,Workday Inc,--,--,243
CSTL UQ Equity,Castle Biosciences Inc,--,--,73.38
USNA UN Equity,USANA Health Sciences Inc,--,--,101.48
HCAT UW Equity,Health Catalyst Inc,--,--,57.46
BOLT UW Equity,Bolt Biotherapeutics Inc,--,--,17.14
LHDX UW Equity,Lucira Health Inc,--,--,5.25
VOR UW Equity,Vor BioPharma Inc,--,--,21.3
LIVN UW Equity,LivaNova PLC,--,--,86.59
TERN UW Equity,Terns Pharmaceuticals Inc,--,--,13.44
FCBP UR Equity,First Choice Bancorp,--,--,30.33
ESNT UN Equity,Essent Group Ltd,--,--,46.93
ANGN UW Equity,Angion Biomedica Corp,--,--,15.3
DOW UN Equity,Dow Inc,--,--,63.29
FRG UQ Equity,Franchise Group Inc,--,--,35.9
CYCN UW Equity,Cyclerion Therapeutics Inc,--,--,4.08
NOVA UN Equity,Sunnova Energy International Inc,--,--,35.95
PROS UN Equity,ProSight Global Inc,--,--,12.78
UVSP UW Equity,Univest Financial Corp,--,--,27.06
PGEN UW Equity,Precigen Inc,--,--,6.82
NSA UN Equity,National Storage Affiliates Trust,--,--,51.35
NTRA UW Equity,Natera Inc,--,--,115.15
GDDY UN Equity,GoDaddy Inc,--,--,86.89
FFIC UW Equity,Flushing Financial Corp,--,--,21.89
MMI UN Equity,Marcus & Millichap Inc,--,--,40.06
GOCO UW Equity,GoHealth Inc,--,--,11.7
ALCO UW Equity,Alico Inc,--,--,35.26
CTOS UN Equity,Custom Truck One Source Inc,--,--,9.4
SWCH UN Equity,Switch Inc,--,--,21.25
CSTR UW Equity,Capstar Financial Holdings Inc,--,--,20.32
MATX UN Equity,Matson Inc,--,--,65.4
RKT UN Equity,Rocket Cos Inc,--,--,20.14
OVLY UR Equity,Oak Valley Bancorp,--,--,18.14
BUSE UW Equity,First Busey Corp,--,--,25.38
LNSR UR Equity,LENSAR Inc,--,--,7.86
ISTR UQ Equity,Investar Holding Corp,--,--,22.35
NERV UQ Equity,Minerva Neurosciences Inc,--,--,2.47
SBBP UW Equity,Strongbridge Biopharma PLC,--,--,3.15
FTV UN Equity,Fortive Corp,--,--,69.93
INSP UN Equity,Inspire Medical Systems Inc,--,--,198.2
ATHA UW Equity,Athira Pharma Inc,--,--,10.84
JYNT UR Equity,Joint Corp/The,--,--,80.67
KROS UQ Equity,Keros Therapeutics Inc,--,--,44.89
UBFO UW Equity,United Security Bancshares/Fresno CA,--,--,8.17
EPM UA Equity,Evolution Petroleum Corp,--,--,5.05
GRWG UR Equity,GrowGeneration Corp,--,--,43.41
WSC UR Equity,WillScot Mobile Mini Holdings Corp,--,--,28.03
OLED UW Equity,Universal Display Corp,--,--,220.13
HTLF UW Equity,Heartland Financial USA Inc,--,--,49.26
VER UN Equity,VEREIT Inc,--,--,47.13
XENT UQ Equity,Intersect ENT Inc,--,--,16.49
OPCH UW Equity,Option Care Health Inc,--,--,22.45
ALK UN Equity,Alaska Air Group Inc,--,--,63.27
MTN UN Equity,Vail Resorts Inc,--,--,321.28
GERN UW Equity,Geron Corp,--,--,1.49
FNLC UW Equity,First Bancorp Inc/The,--,--,29.21
HOLX UW Equity,Hologic Inc,--,--,65.89
GPK UN Equity,Graphic Packaging Holding Co,--,--,18.07
FDP UN Equity,Fresh Del Monte Produce Inc,--,--,33.28
PROV UW Equity,Provident Financial Holdings Inc,--,--,17.26
WLFC UQ Equity,Willis Lease Finance Corp,--,--,42.88
CSV UN Equity,Carriage Services Inc,--,--,36.8
ANIK UW Equity,Anika Therapeutics Inc,--,--,45.11
DD UN Equity,DuPont de Nemours Inc,--,--,76.54
PAG UN Equity,Penske Automotive Group Inc,--,--,74.95
CERS UQ Equity,Cerus Corp,--,--,5.84
PLUS UW Equity,ePlus Inc,--,--,87.75
SEAC UW Equity,SeaChange International Inc,--,--,1.36
CMBM UQ Equity,Cambium Networks Corp,--,--,47.85
NUS UN Equity,Nu Skin Enterprises Inc,--,--,58.24
CBAN UQ Equity,Colony Bankcorp Inc,--,--,17.65
GWB UN Equity,Great Western Bancorp Inc,--,--,34.71
NWFL UQ Equity,Norwood Financial Corp,--,--,25.17
XAIR UR Equity,Beyond Air Inc,--,--,7.15
HLIO UW Equity,Helios Technologies Inc,--,--,75.85
FCPT UN Equity,Four Corners Property Trust Inc,--,--,28.08
CVCY UR Equity,Central Valley Community Bancorp,--,--,20
SPPI UW Equity,Spectrum Pharmaceuticals Inc,--,--,3.89
RDFN UW Equity,Redfin Corp,--,--,63.77
NBN UQ Equity,Northeast Bank,--,--,28.79
RPAY UR Equity,Repay Holdings Corp,--,--,24.25
EBC UW Equity,Eastern Bankshares Inc,--,--,21.02
FIBK UW Equity,First Interstate BancSystem Inc,--,--,43.23
BSRR UW Equity,Sierra Bancorp,--,--,25.28
VCEL UR Equity,Vericel Corp,--,--,67.4
AAL UW Equity,American Airlines Group Inc,--,--,22.22
SIEB UR Equity,Siebert Financial Corp,--,--,4.95
LUNG UW Equity,Pulmonx Corp,--,--,44.48
SWBI UW Equity,Smith & Wesson Brands Inc,--,--,30.42
AVO UW Equity,Mission Produce Inc,--,--,21.31
EEFT UW Equity,Euronet Worldwide Inc,--,--,145.95
FCCY UQ Equity,1st Constitution Bancorp,--,--,20.39
SSB UW Equity,South State Corp,--,--,84.35
HCKT UW Equity,Hackett Group Inc/The,--,--,18.05
PRIM UW Equity,Primoris Services Corp,--,--,30.34
ORRF UR Equity,Orrstown Financial Services Inc,--,--,24.41
RMBS UW Equity,Rambus Inc,--,--,23.05
HSKA UR Equity,Heska Corp,--,--,224.44
COLM UW Equity,Columbia Sportswear Co,--,--,101.35
HOFT UW Equity,Hooker Furniture Corp,--,--,36.06
SHBI UW Equity,Shore Bancshares Inc,--,--,16.96
LBAI UW Equity,Lakeland Bancorp Inc,--,--,17.93
GLPI UW Equity,Gaming and Leisure Properties Inc,--,--,46.24
QADA UW Equity,QAD Inc,--,--,72.9
AHH UN Equity,Armada Hoffler Properties Inc,--,--,13.94
PDM UN Equity,Piedmont Office Realty Trust Inc,--,--,18.98
TSBK UQ Equity,Timberland Bancorp Inc/WA,--,--,28.93
UNIT UW Equity,Uniti Group Inc,--,--,10.66
BYSI UR Equity,Beyondspring Inc,--,--,10.71
CWST UW Equity,Casella Waste Systems Inc,--,--,63.83
PSMT UW Equity,PriceSmart Inc,--,--,89.45
MBWM UW Equity,Mercantile Bank Corp,--,--,30.51
SIGA UQ Equity,SIGA Technologies Inc,--,--,6.35
ATEC UW Equity,Alphatec Holdings Inc,--,--,15.79
RVSB UW Equity,Riverview Bancorp Inc,--,--,7.19
RMBI UR Equity,Richmond Mutual BanCorp Inc,--,--,14.31
SAH UN Equity,Sonic Automotive Inc,--,--,45.82
RHP UN Equity,Ryman Hospitality Properties Inc,--,--,83.77
CHH UN Equity,Choice Hotels International Inc,--,--,120.3
IGT UN Equity,International Game Technology PLC,--,--,23.73
CFFI UW Equity,C&F Financial Corp,--,--,51
ATSG UW Equity,Air Transport Services Group Inc,--,--,23.18
WCC UN Equity,WESCO International Inc,--,--,102.34
CNXN UW Equity,PC Connection Inc,--,--,47.01
WMC UN Equity,Western Asset Mortgage Capital Corp,--,--,3.45
SCS UN Equity,Steelcase Inc,--,--,15.09
SAFE UN Equity,Safehold Inc,--,--,81.27
NHC UA Equity,National HealthCare Corp,--,--,69.95
HFWA UW Equity,Heritage Financial Corp/WA,--,--,25.27
ZS UW Equity,Zscaler Inc,--,--,218.84
RMTI UQ Equity,Rockwell Medical Inc,--,--,0.9121
NVAX UW Equity,Novavax Inc,--,--,189.79
CLAR UW Equity,Clarus Corp,--,--,24.12
CRAI UW Equity,CRA International Inc,--,--,89.23
ALBO UR Equity,Albireo Pharma Inc,--,--,36.87
MCBC UW Equity,Macatawa Bank Corp,--,--,9.02
FTHM UR Equity,Fathom Holdings Inc,--,--,36.1
BAND UW Equity,Bandwidth Inc,--,--,138.82
AXTI UW Equity,AXT Inc,--,--,10.93
OSPN UR Equity,OneSpan Inc,--,--,26.18
SGH UW Equity,SMART Global Holdings Inc,--,--,46.31
SRG UN Equity,Seritage Growth Properties,--,--,18.74
AHCO UR Equity,AdaptHealth Corp,--,--,29.9
PFBC UW Equity,Preferred Bank/Los Angeles CA,--,--,66.56
MFNC UR Equity,Mackinac Financial Corp,--,--,19.87
ALSK UW Equity,Alaska Communications Systems Group Inc,--,--,3.31
SP UW Equity,SP Plus Corp,--,--,30.83
CSGP UW Equity,CoStar Group Inc,--,--,88.265
TREX UN Equity,Trex Co Inc,--,--,100.19
STL UN Equity,Sterling Bancorp/DE,--,--,26.18
FNHC UQ Equity,FedNat Holding Co,--,--,4.16
GCBC UR Equity,Greene County Bancorp Inc,--,--,28.5
OPRX UR Equity,OptimizeRx Corp,--,--,63.33
AXL UN Equity,American Axle & Manufacturing Holdings I,--,--,10.91
TCS UN Equity,Container Store Group Inc/The,--,--,13.22
EGBN UR Equity,Eagle Bancorp Inc,--,--,57.13
KODK UN Equity,Eastman Kodak Co,--,--,8.95
PFIS UW Equity,Peoples Financial Services Corp,--,--,42.67
CMCL UA Equity,Caledonia Mining Corp PLC,--,--,12.34
FCCO UR Equity,First Community Corp/SC,--,--,20.2
ALX UN Equity,Alexander's Inc,--,--,273.51
HTBK UW Equity,Heritage Commerce Corp,--,--,11.36
TEAM UW Equity,Atlassian Corp PLC,--,--,264.69
RBCAA UW Equity,Republic Bancorp Inc/KY,--,--,46.88
ORGO UR Equity,Organogenesis Holdings Inc,--,--,17.02
BOCH UQ Equity,Bank of Commerce Holdings,--,--,15.07
CFX UN Equity,Colfax Corp,--,--,46.5
ATLC UW Equity,Atlanticus Holdings Corp,--,--,42.28
EVBN UA Equity,Evans Bancorp Inc,--,--,37.91
ICBK UQ Equity,County Bancorp Inc,--,--,34.44
LMND UN Equity,Lemonade Inc,--,--,111.9
MCB UN Equity,Metropolitan Bank Holding Corp,--,--,61.98
MRC UN Equity,MRC Global Inc,--,--,9.88
UA UN Equity,Under Armour Inc,--,--,19.1
QUAD UN Equity,Quad/Graphics Inc,--,--,4.25
QUOT UN Equity,Quotient Technology Inc,--,--,11.34
ATUS UN Equity,Altice USA Inc,--,--,34.84
MORN UW Equity,Morningstar Inc,--,--,249.92
PRG UN Equity,PROG Holdings Inc,--,--,49.34
GDEN UQ Equity,Golden Entertainment Inc,--,--,44.79
CFFN UW Equity,Capitol Federal Financial Inc,--,--,12.26
CRWD UW Equity,Crowdstrike Holdings Inc,--,--,253.24
AGO UN Equity,Assured Guaranty Ltd,--,--,48.36
ARCT UQ Equity,Arcturus Therapeutics Holdings Inc,--,--,34.74
EXTR UW Equity,Extreme Networks Inc,--,--,11.28
RUBY UW Equity,Rubius Therapeutics Inc,--,--,24.73
REPH UR Equity,Recro Pharma Inc,--,--,2.38
CRNX UW Equity,Crinetics Pharmaceuticals Inc,--,--,19.62
NLTX UQ Equity,Neoleukin Therapeutics Inc,--,--,10.25
RESN UR Equity,Resonant Inc,--,--,3.42
CCB UW Equity,Coastal Financial Corp/WA,--,--,29.63
SRGA UW Equity,Surgalign Holdings Inc,--,--,1.41
EVRI UN Equity,Everi Holdings Inc,--,--,25.16
