date,vix,spy,spyv,rate10y,rate3m,dxy,oil
02.05.2006,11.99,131.38,49091700,5.11,4.808,85.79,74.61
03.05.2006,11.99,130.89,60825000,5.144,4.817,85.84,72.28
04.05.2006,11.86,131.36,42937300,5.154,4.796,85.36,69.94
05.05.2006,11.62,132.52,62593300,5.102,4.815,85.14,70.19
08.05.2006,12.00,132.36,30018100,5.113,4.825,85.23,69.77
09.05.2006,11.99,132.62,29866200,5.123,4.88,84.83,70.69
10.05.2006,11.78,132.55,64413900,5.125,4.869,84.5,72.13
11.05.2006,12.49,130.95,80659000,5.153,4.817,84.27,73.32
12.05.2006,14.19,129.24,91736300,5.196,4.815,83.91,72.04
15.05.2006,13.57,129.50,84049100,5.155,4.804,84.54,69.41
16.05.2006,13.35,129.31,62137600,5.097,4.818,84.17,69.53
17.05.2006,16.26,126.85,144789500,5.145,4.817,84.85,68.69
18.05.2006,16.99,126.21,87937900,5.063,4.827,84.51,69.45
19.05.2006,17.18,127.10,124345600,5.06,4.815,84.88,68.53
22.05.2006,17.72,126.13,110880900,5.04,4.804,84.35,69.23
23.05.2006,18.26,125.17,92006500,5.014,4.818,84.35,71.76
24.05.2006,17.36,126.17,168405000,5.038,4.828,84.95,69.86
25.05.2006,15.50,127.73,78992600,5.07,4.817,84.71,71.32
26.05.2006,14.26,128.38,62991900,5.05,4.835,85.16,71.37
30.05.2006,18.66,126.10,72448000,5.078,4.813,84.28,72.03
31.05.2006,16.44,127.51,86934700,5.121,4.838,84.72,71.29
01.06.2006,14.52,128.73,73737200,5.1,4.827,84.79,70.34
02.06.2006,14.32,129.00,91704600,4.992,4.804,84.04,72.33
05.06.2006,16.65,127.12,86144500,5.02,4.814,84.14,72.6
06.06.2006,17.34,126.81,130881900,5.002,4.86,84.73,72.5
07.06.2006,17.80,125.86,108718000,5.02,4.849,84.99,70.82
08.06.2006,18.35,125.75,204972100,4.996,4.858,85.84,70.35
09.06.2006,18.12,125.35,94977600,4.973,4.877,85.72,71.63
12.06.2006,20.96,123.99,95887100,4.979,4.897,85.85,70.36
13.06.2006,23.81,122.55,185702000,4.963,4.891,86.48,68.56
14.06.2006,21.46,123.50,163668600,5.064,4.89,86.14,69.14
15.06.2006,15.90,126.12,134463400,5.096,4.827,86.02,69.5
16.06.2006,17.25,124.65,94267500,5.128,4.867,85.94,69.88
19.06.2006,17.83,123.67,95823700,5.137,4.876,86.32,68.98
20.06.2006,16.69,124.09,65524400,5.151,4.922,86.18,68.94
21.06.2006,15.52,125.01,75044400,5.155,4.911,85.78,70.33
22.06.2006,15.88,124.46,74997100,5.21,4.9,86.39,70.84
23.06.2006,15.89,124.44,54112500,5.224,4.96,86.88,70.87
26.06.2006,15.62,124.99,37906000,5.235,4.98,86.49,71.8
27.06.2006,16.40,123.91,69834200,5.202,5.036,86.47,71.92
28.06.2006,15.79,124.75,62371200,5.245,4.994,86.63,72.19
29.06.2006,13.03,127.27,110698800,5.196,4.993,85.92,73.52
30.06.2006,13.08,127.23,54230200,5.138,4.981,85.16,73.93
03.07.2006,13.05,127.80,23936200,5.151,5.011,85.19,73.93
05.07.2006,14.15,127.07,69654000,5.222,5.014,85.6,75.19
06.07.2006,13.65,127.44,51290700,5.181,4.993,85.35,75.14
07.07.2006,13.97,126.61,81628500,5.128,5.002,85.01,74.09
10.07.2006,14.02,126.85,60964100,5.126,5.001,85.5,73.61
11.07.2006,13.14,127.41,73640800,5.102,5.057,85.36,74.16
12.07.2006,14.49,126.05,82562100,5.1,5.067,85.91,74.95
13.07.2006,17.79,124.00,102622000,5.065,5.045,85.84,76.7
14.07.2006,18.05,123.52,103243200,5.065,5.054,86.1,77.03
17.07.2006,18.64,123.34,81290500,5.065,5.074,87.02,75.3
18.07.2006,17.74,123.97,123706800,5.132,5.13,87.01,73.54
19.07.2006,15.55,125.69,134401100,5.051,5.108,86.52,72.66
20.07.2006,16.21,124.83,112344300,5.028,5.087,86.22,73.08
21.07.2006,17.40,123.95,101726800,5.042,5.074,85.93,74.43
24.07.2006,14.98,126.21,92892700,5.044,5.084,86.34,75.05
25.07.2006,14.85,126.66,95528100,5.065,5.13,86.64,73.75
26.07.2006,14.62,126.83,84532200,5.032,5.098,85.86,73.94
27.07.2006,14.94,126.71,87261200,5.036,5.097,85.84,74.54
28.07.2006,14.33,127.98,82138900,4.992,5.054,85.38,73.24
31.07.2006,14.95,127.85,49593100,4.981,5.074,85.3,74.4
01.08.2006,15.05,127.22,65225600,4.977,5.109,85.01,74.91
02.08.2006,14.34,128.08,64792900,4.965,5.108,85.18,75.81
03.08.2006,14.46,128.42,63737500,4.961,5.108,85.04,75.46
04.08.2006,14.34,128.20,96298400,4.895,5.074,84.58,74.76
07.08.2006,15.23,127.95,45434700,4.921,5.105,84.74,76.98
08.08.2006,15.23,127.41,90901300,4.919,5.099,84.83,76.31
09.08.2006,15.20,126.98,78918100,4.939,5.067,84.71,76.35
10.08.2006,14.46,127.37,69325900,4.933,5.045,85.12,74
11.08.2006,14.30,127.01,47490500,4.971,5.064,85.49,74.35
14.08.2006,14.26,127.11,58044500,4.997,5.084,85.67,73.53
15.08.2006,13.42,128.63,68165900,4.931,5.088,85.22,73.05
16.08.2006,12.41,129.79,71760000,4.861,5.067,84.88,71.89
17.08.2006,12.24,130.03,71065800,4.865,5.087,85.04,70.06
18.08.2006,11.64,130.69,58290000,4.843,5.095,85.09,71.14
21.08.2006,12.22,130.13,42134200,4.813,5.084,84.63,72.45
22.08.2006,12.19,130.12,60850500,4.811,5.099,85.17,72.63
23.08.2006,12.40,129.76,66625800,4.809,5.088,85.13,71.76
24.08.2006,12.40,129.65,57983500,4.801,5.088,85.28,72.36
25.08.2006,12.31,129.81,41757900,4.781,5.106,85.38,72.51
28.08.2006,12.18,130.43,52681500,4.793,5.085,85.26,70.61
29.08.2006,12.28,130.58,61817800,4.779,5.067,84.96,69.71
30.08.2006,12.22,130.66,50056400,4.753,5.046,84.97,70.03
31.08.2006,12.31,130.64,38585400,4.728,5.035,85.05,70.26
01.09.2006,11.96,131.42,48801600,4.726,5.011,84.92,69.19
05.09.2006,12.63,131.67,52350500,4.781,4.979,85,68.6
06.09.2006,13.74,130.51,53797100,4.797,4.963,85.1,67.5
07.09.2006,13.88,129.91,86302600,4.787,4.962,85.53,67.32
08.09.2006,13.16,130.28,45107700,4.773,4.929,85.95,66.25
11.09.2006,12.99,130.41,68500000,4.803,4.928,85.92,65.61
12.09.2006,11.92,131.69,69899500,4.771,4.901,85.92,63.76
13.09.2006,11.18,132.22,62931800,4.761,4.9,85.86,63.97
14.09.2006,11.55,132.23,57821300,4.791,4.931,85.66,63.22
15.09.2006,11.76,131.96,76716600,4.79,4.939,85.98,63.33
18.09.2006,11.78,132.14,64178000,4.806,4.939,85.81,63.8
19.09.2006,11.98,131.81,92108400,4.735,4.943,85.94,61.66
20.09.2006,11.39,132.51,75213400,4.731,4.921,85.81,60.46
21.09.2006,12.25,131.87,88947500,4.638,4.91,85.2,61.59
22.09.2006,12.59,131.47,65969200,4.591,4.919,85.16,60.55
25.09.2006,12.12,132.48,92299100,4.544,4.897,85.38,61.45
26.09.2006,11.53,133.58,74019600,4.585,4.88,85.63,61.01
27.09.2006,11.58,133.74,82434300,4.6,4.88,85.69,62.96
28.09.2006,11.72,133.69,58603600,4.614,4.869,85.77,62.76
29.09.2006,11.98,133.58,47994200,4.63,4.877,86.03,62.91
02.10.2006,12.57,133.08,52445500,4.602,4.887,85.6,61.03
03.10.2006,12.24,133.36,73112800,4.616,4.912,85.71,58.68
04.10.2006,11.86,134.92,80897100,4.561,4.911,85.84,59.41
05.10.2006,11.98,135.18,60642900,4.606,4.931,85.92,60.03
06.10.2006,11.56,135.01,65001800,4.696,4.939,86.5,59.76
09.10.2006,11.68,135.09,41177900,4.696,4.938,86.55,59.96
10.10.2006,11.52,135.27,56441400,4.754,4.968,87.02,58.52
11.10.2006,11.62,135.11,104079100,4.78,5.015,87.12,57.59
12.10.2006,11.09,136.28,59186600,4.772,5.045,86.92,57.86
13.10.2006,10.75,136.63,53945500,4.8,5.054,87.12,58.57
16.10.2006,11.09,136.84,42323200,4.778,5.053,87,59.94
17.10.2006,11.73,136.41,90787300,4.768,5.088,86.87,58.93
18.10.2006,11.34,136.59,87382100,4.756,5.088,86.88,57.65
19.10.2006,10.90,136.81,64084400,4.784,5.097,86.24,58.5
20.10.2006,10.63,136.84,48099700,4.788,5.085,86.27,56.82
23.10.2006,11.08,137.47,66237400,4.83,5.105,86.71,58.81
24.10.2006,10.78,137.88,53357300,4.822,5.119,86.7,59.35
25.10.2006,10.66,138.35,80754100,4.763,5.119,86.38,61.4
26.10.2006,10.56,138.78,66848900,4.719,5.108,85.89,60.36
27.10.2006,10.80,137.91,80240900,4.673,5.095,85.56,60.75
30.10.2006,11.20,137.81,49718100,4.671,5.074,85.59,58.36
31.10.2006,11.10,137.79,71298400,4.6,5.078,85.32,58.73
01.11.2006,11.51,136.86,83006800,4.566,5.056,85.42,58.71
02.11.2006,11.42,136.78,60703900,4.596,5.056,85.34,57.88
03.11.2006,11.16,136.54,71346400,4.717,5.085,85.71,59.14
06.11.2006,11.16,138.08,63314500,4.695,5.074,85.75,60.02
07.11.2006,11.09,138.61,63391700,4.659,5.078,85.43,58.93
08.11.2006,10.75,138.91,87521900,4.637,5.098,85.41,59.83
09.11.2006,11.01,138.18,95920200,4.627,5.097,85.18,61.16
10.11.2006,10.79,138.24,48992000,4.59,5.085,85.07,59.59
13.11.2006,10.86,138.58,59414600,4.611,5.074,85.37,58.58
14.11.2006,10.50,139.62,96722200,4.564,5.088,85.3,58.28
15.11.2006,10.31,140.02,76522200,4.619,5.088,85.33,58.76
16.11.2006,10.16,140.38,76749000,4.666,5.097,85.49,56.26
17.11.2006,10.05,140.42,56358200,4.601,5.085,85.31,55.81
20.11.2006,9.97,140.50,69190900,4.599,5.053,85.42,58.8
21.11.2006,9.90,140.64,51373900,4.572,5.057,85.24,60.17
22.11.2006,10.14,140.92,45508800,4.56,5.056,84.53,59.24
24.11.2006,10.73,140.35,30998500,4.55,5.032,83.66,59.24
27.11.2006,12.30,138.42,84551400,4.53,5.032,83.5,60.32
28.11.2006,11.62,139.02,106671500,4.503,5.042,83.13,60.99
29.11.2006,10.83,140.47,91542100,4.523,5.036,83.49,62.46
30.11.2006,10.91,140.53,83999100,4.46,5.024,82.95,63.13
01.12.2006,11.66,140.22,126159100,4.435,5.022,82.48,63.43
04.12.2006,11.23,141.29,87816400,4.425,5.001,82.43,62.44
05.12.2006,11.27,141.90,73383600,4.442,4.984,82.51,62.43
06.12.2006,11.33,141.78,53327400,4.487,4.984,82.74,62.19
07.12.2006,12.67,141.16,62857400,4.483,4.973,82.76,62.49
08.12.2006,12.07,141.42,79625500,4.546,4.95,83.29,62.03
11.12.2006,10.71,141.83,39784100,4.52,4.928,83.18,61.22
12.12.2006,10.65,141.72,77461200,4.487,4.932,82.94,61.02
13.12.2006,10.18,141.87,55570000,4.581,4.932,83.32,61.37
14.12.2006,9.97,143.12,64780600,4.599,4.941,83.7,62.51
15.12.2006,10.05,142.34,70860200,4.595,4.908,84.04,63.43
18.12.2006,10.60,141.95,48957900,4.583,4.928,84,62.21
19.12.2006,10.30,142.22,65077800,4.591,4.953,83.45,63.15
20.12.2006,10.26,142.14,41473800,4.597,4.963,83.55,63.72
21.12.2006,10.53,141.62,48698800,4.547,4.962,83.59,62.66
22.12.2006,11.36,140.75,62074300,4.62,4.98,83.81,62.41
26.12.2006,11.26,141.58,32700100,4.601,4.979,84.06,61.1
27.12.2006,10.64,142.51,39736200,4.652,4.973,83.97,60.34
28.12.2006,10.99,142.21,37292100,4.682,4.993,83.82,60.53
29.12.2006,11.56,141.62,45468600,4.704,5.011,83.65,61.05
03.01.2007,12.04,141.37,94846800,4.66,5.046,83.92,58.32
04.01.2007,11.51,141.67,69638900,4.604,5.035,84.34,55.59
05.01.2007,12.14,140.54,76696700,4.646,5.043,84.64,56.31
08.01.2007,12.00,141.19,71676000,4.654,5.053,84.57,56.09
09.01.2007,11.91,141.07,75730400,4.656,5.078,84.75,55.64
10.01.2007,11.47,141.54,72484100,4.686,5.088,85.07,54.02
11.01.2007,10.87,142.16,55533200,4.732,5.097,85.28,51.88
12.01.2007,10.15,143.24,57641900,4.777,5.084,85.02,52.99
16.01.2007,10.74,142.96,44990100,4.749,5.083,85.06,51.21
17.01.2007,10.59,143.02,51598500,4.781,5.108,84.94,52.24
18.01.2007,10.85,142.54,68263800,4.745,5.118,84.91,50.48
19.01.2007,10.40,142.82,56983900,4.777,5.137,84.86,51.99
22.01.2007,10.77,142.38,60263300,4.761,5.126,85.04,51.13
23.01.2007,10.34,142.80,54091000,4.81,5.14,84.67,55.04
24.01.2007,9.89,143.95,56469800,4.81,5.129,84.93,55.37
25.01.2007,11.22,142.26,74967600,4.875,5.139,85.11,54.23
26.01.2007,11.13,142.16,74588300,4.875,5.126,85.23,55.42
29.01.2007,11.45,142.05,66216700,4.892,5.126,85.09,54.01
30.01.2007,10.96,142.79,70424100,4.871,5.135,84.99,56.97
31.01.2007,10.42,143.75,91905000,4.81,5.108,84.6,58.14
01.02.2007,10.31,144.61,69317300,4.837,5.118,84.64,57.3
02.02.2007,10.08,144.81,49607700,4.822,5.137,84.96,59.02
05.02.2007,10.55,144.85,45751400,4.804,5.126,85.08,58.74
06.02.2007,10.65,144.89,57084900,4.768,5.145,84.77,58.88
07.02.2007,10.32,145.21,55695600,4.745,5.15,84.71,57.71
08.02.2007,10.44,145.02,70648000,4.733,5.149,84.69,59.71
09.02.2007,11.10,143.94,79086500,4.782,5.147,84.88,59.89
12.02.2007,11.61,143.45,65663228,4.806,5.157,85.12,57.81
13.02.2007,10.34,144.66,64113480,4.81,5.166,84.69,59.06
14.02.2007,10.23,145.61,66062345,4.738,5.15,84.18,58
15.02.2007,10.22,145.80,38727300,4.708,5.16,84.05,57.99
16.02.2007,10.02,145.73,39843500,4.69,5.167,84.06,59.39
20.02.2007,10.24,146.04,56924500,4.676,5.166,84.18,58.07
21.02.2007,10.20,145.98,63994800,4.692,5.176,84.22,60.07
22.02.2007,10.18,145.87,79081900,4.73,5.18,84.34,60.95
23.02.2007,10.58,145.30,71988900,4.672,5.178,84.05,61.14
26.02.2007,11.15,145.17,70096062,4.627,5.167,83.93,61.39
27.02.2007,18.31,139.50,274953900,4.513,5.114,83.46,61.46
28.02.2007,15.42,140.93,177574000,4.568,5.129,83.57,61.79
01.03.2007,15.82,140.51,212853496,4.552,5.128,83.77,62
02.03.2007,18.61,138.67,162612800,4.499,5.095,83.74,61.64
05.03.2007,19.63,137.35,144649801,4.497,5.084,84.17,60.07
06.03.2007,15.96,139.70,143447200,4.53,5.114,84.04,60.69
07.03.2007,15.24,139.56,115253500,4.489,5.088,83.78,61.82
08.03.2007,14.29,140.74,117903266,4.514,5.076,84.13,61.64
09.03.2007,14.09,140.78,107768800,4.589,5.085,84.25,60.05
12.03.2007,13.99,140.99,80384200,4.554,5.084,83.88,58.91
13.03.2007,18.13,138.25,190605200,4.493,5.062,83.71,57.93
14.03.2007,17.27,139.28,231853800,4.536,5.046,83.64,58.16
15.03.2007,16.43,139.47,132435812,4.538,5.035,83.65,57.55
16.03.2007,16.79,138.53,122073808,4.545,5.022,83.19,57.11
19.03.2007,14.59,140.20,96219354,4.565,5.022,83.35,56.59
20.03.2007,13.27,140.97,83364744,4.551,5.052,83.07,56.73
21.03.2007,12.19,143.29,153436549,4.538,5.036,82.77,59.61
22.03.2007,12.93,143.18,119002202,4.585,5.045,83.09,61.69
23.03.2007,12.95,143.39,74431674,4.613,5.064,83.28,62.28
26.03.2007,13.16,143.20,113814330,4.603,5.063,83.08,62.91
27.03.2007,13.48,142.86,100592590,4.599,5.052,83.01,62.93
28.03.2007,14.98,141.82,152974787,4.622,5.046,83.03,64.08
29.03.2007,15.14,141.97,139505747,4.644,5.035,83.09,66.03
30.03.2007,14.64,142.00,128208880,4.646,5.033,82.93,65.87
02.04.2007,14.53,142.16,79454680,4.642,5.032,82.87,65.94
03.04.2007,13.46,143.69,82515208,4.666,5.041,83.15,64.64
04.04.2007,13.24,143.85,64019623,4.65,5.036,82.96,64.38
05.04.2007,13.23,144.24,46871640,4.68,5.022,82.677,64.28
09.04.2007,13.14,144.44,51153140,4.745,5.021,83.098,61.51
10.04.2007,12.68,144.61,56641366,4.72,5.01,82.704,61.89
11.04.2007,13.49,144.02,106555131,4.732,5.015,82.671,62.01
12.04.2007,12.71,144.66,116464748,4.737,5.014,82.369,63.85
13.04.2007,12.20,145.32,85181640,4.763,5.002,82.129,63.63
16.04.2007,11.98,146.70,83212818,4.737,4.991,82.073,63.61
17.04.2007,12.14,147.09,108445673,4.682,4.989,81.831,63.1
18.04.2007,12.42,147.27,88354163,4.652,4.973,81.743,63.13
19.04.2007,12.54,147.23,103366536,4.666,4.973,81.644,61.83
20.04.2007,12.07,148.62,124129435,4.672,4.97,81.643,63.38
23.04.2007,13.04,148.06,77586137,4.642,4.97,81.738,65.89
24.04.2007,13.12,148.12,114476697,4.622,4.969,81.546,64.58
25.04.2007,13.21,149.48,109171934,4.652,4.952,81.428,65.84
26.04.2007,12.79,149.65,88758255,4.698,4.931,81.75,65.06
27.04.2007,12.45,149.53,108197354,4.694,4.919,81.529,66.46
30.04.2007,14.22,148.29,101022774,4.624,4.845,81.447,65.71
01.05.2007,13.51,148.67,134447334,4.638,4.886,81.595,64.4
02.05.2007,13.08,149.54,87183213,4.644,4.88,81.767,63.68
03.05.2007,13.09,150.35,87865741,4.674,4.879,81.949,63.19
04.05.2007,12.91,150.92,96424729,4.64,4.877,81.741,61.93
07.05.2007,13.15,150.95,63691549,4.628,4.856,81.676,61.47
08.05.2007,13.21,150.75,81538936,4.636,4.886,81.939,62.26
09.05.2007,12.88,151.16,102950775,4.667,4.859,82.016,61.55
10.05.2007,13.60,149.58,153702478,4.64,4.838,82.292,61.81
11.05.2007,12.95,150.86,113415741,4.674,4.836,82.116,62.37
14.05.2007,13.96,150.53,108065801,4.696,4.814,82.066,62.46
15.05.2007,14.01,150.57,180954808,4.704,4.823,81.755,63.17
16.05.2007,13.50,151.60,114674127,4.712,4.734,82.163,62.55
17.05.2007,13.51,151.30,101569226,4.754,4.786,82.318,64.86
18.05.2007,12.76,152.62,99187841,4.802,4.804,82.197,64.94
21.05.2007,13.30,152.54,98660470,4.784,4.835,82.364,66.27
22.05.2007,13.06,152.42,82284087,4.826,4.845,82.386,64.97
23.05.2007,13.24,152.44,133961926,4.849,4.89,82.31,65.77
24.05.2007,14.08,151.06,187777507,4.841,4.889,82.406,64.18
25.05.2007,13.34,151.69,83309621,4.859,4.866,82.331,65.2
29.05.2007,13.53,152.24,83961894,4.884,4.803,82.31,63.15
30.05.2007,12.83,153.48,131293868,4.87,4.836,82.433,63.49
31.05.2007,13.05,153.32,115780217,4.89,4.736,82.301,64.01
01.06.2007,12.78,154.08,107816219,4.954,4.786,82.322,65.08
04.06.2007,13.29,154.10,78077762,4.929,4.765,82.058,66.21
05.06.2007,13.63,153.49,127966653,4.993,4.826,81.89,65.61
06.06.2007,14.87,151.84,164156415,4.966,4.789,81.897,65.96
07.06.2007,17.06,149.10,232536760,5.132,4.799,82.294,66.93
08.06.2007,14.84,151.04,176989611,5.101,4.766,82.691,64.76
11.06.2007,14.71,151.30,102540269,5.154,4.723,82.712,65.97
12.06.2007,16.67,149.65,235777476,5.295,4.732,82.891,65.35
13.06.2007,14.73,151.89,193259036,5.2,4.643,83.035,66.26
14.06.2007,13.64,152.86,146777231,5.223,4.632,83.128,67.65
15.06.2007,13.94,153.07,154433068,5.165,4.547,82.851,68
18.06.2007,13.42,152.89,88637361,5.136,4.526,82.715,69.09
19.06.2007,12.85,153.27,111130055,5.083,4.68,82.544,69.1
20.06.2007,14.67,151.14,177247940,5.134,4.726,82.518,68.19
21.06.2007,14.21,151.98,205276467,5.188,4.695,82.731,68.65
22.06.2007,15.75,150.55,205158931,5.132,4.714,82.336,69.14
25.06.2007,16.65,149.83,232071665,5.082,4.775,82.325,69.18
26.06.2007,18.89,148.29,198445634,5.08,4.816,82.295,67.77
27.06.2007,15.53,150.40,213637766,5.082,4.779,82.316,68.97
28.06.2007,15.54,150.38,157704908,5.105,4.767,82.333,69.57
29.06.2007,16.23,150.43,199701731,5.026,4.807,81.92,70.68
02.07.2007,15.40,151.79,103357331,4.991,4.869,81.395,71.09
03.07.2007,14.92,152.34,54048392,5.039,4.956,81.486,71.41
05.07.2007,15.48,152.18,89278638,5.142,4.942,81.538,71.81
06.07.2007,14.72,152.98,81108856,5.184,4.942,81.465,72.81
09.07.2007,15.16,153.00,72348059,5.14,4.921,81.433,72.19
10.07.2007,17.57,150.92,180362556,5.023,4.946,80.86,72.81
11.07.2007,16.64,151.99,175608117,5.088,4.945,80.73,72.56
12.07.2007,15.54,154.39,133882744,5.126,4.955,80.635,72.5
13.07.2007,15.15,154.85,111794261,5.095,4.963,80.576,73.93
16.07.2007,15.59,154.83,98382696,5.041,4.931,80.522,74.15
17.07.2007,15.63,154.75,126201238,5.051,4.967,80.54,74.02
18.07.2007,16.00,154.47,237889754,5.03,4.956,80.424,75.05
19.07.2007,15.23,155.07,145249637,5.018,4.976,80.419,75.92
20.07.2007,16.95,153.50,245504494,4.952,4.974,80.288,75.57
23.07.2007,16.81,153.97,121183836,4.95,4.994,80.354,74.89
24.07.2007,18.55,151.30,256875406,4.911,5.008,80.077,73.56
25.07.2007,18.10,151.61,265214482,4.9,4.976,80.652,75.88
26.07.2007,20.74,148.02,467592493,4.787,4.913,80.453,74.95
27.07.2007,24.17,145.11,422987635,4.759,4.849,80.946,77.02
30.07.2007,20.87,147.38,283017522,4.804,4.859,80.849,76.83
31.07.2007,23.52,145.72,316976706,4.741,4.946,80.77,78.21
01.08.2007,23.67,146.43,467669944,4.794,4.883,80.872,76.53
02.08.2007,21.22,147.60,294758353,4.767,4.882,80.713,76.86
03.08.2007,25.16,143.80,359398213,4.686,4.828,80.177,75.48
06.08.2007,22.94,146.21,324979665,4.739,4.859,80.255,72.06
07.08.2007,21.56,147.77,280693465,4.77,4.935,80.479,72.42
08.08.2007,21.45,149.83,274930582,4.879,4.945,80.343,72.15
09.08.2007,26.48,145.39,358182347,4.77,4.778,80.744,71.59
10.08.2007,28.30,144.71,411018374,4.81,4.547,80.679,71.47
13.08.2007,26.57,145.23,181987405,4.762,4.692,81.048,71.62
14.08.2007,27.68,143.01,264134492,4.726,4.633,81.489,72.38
15.08.2007,30.67,141.04,323833925,4.726,4.093,81.822,73.33
16.08.2007,30.83,142.10,546743619,4.659,3.864,81.729,71
17.08.2007,29.99,144.71,388218015,4.687,3.759,81.426,71.98
20.08.2007,26.33,144.64,187320336,4.628,3.093,81.4,71.12
21.08.2007,25.25,144.93,157066342,4.592,3.606,81.492,69.47
22.08.2007,22.89,146.65,173156672,4.647,3.658,81.249,69.26
23.08.2007,22.62,146.52,203915272,4.647,3.896,81.145,69.83
24.08.2007,20.72,148.33,128901846,4.618,4.226,80.667,71.09
27.08.2007,22.72,146.95,113024247,4.565,4.506,80.739,71.97
28.08.2007,26.30,143.72,219790628,4.508,4.332,80.756,71.73
29.08.2007,23.81,146.54,207654197,4.561,4.01,80.7,73.51
30.08.2007,25.06,146.15,191817206,4.508,3.802,80.794,73.36
31.08.2007,23.38,147.59,185477406,4.531,4.111,80.791,74.04
04.09.2007,22.78,149.08,120061971,4.549,4.411,80.88,75.08
05.09.2007,24.58,147.79,166261708,4.469,4.389,80.622,75.73
06.09.2007,23.99,148.13,127878356,4.51,4.31,80.472,76.3
07.09.2007,26.23,146.07,235447578,4.384,4.06,79.959,76.7
10.09.2007,27.38,145.79,192374772,4.324,4.007,79.816,77.49
11.09.2007,25.27,147.49,162081875,4.37,4.098,79.704,78.23
12.09.2007,24.96,147.87,149591913,4.412,3.999,79.365,79.91
13.09.2007,24.76,148.91,154078942,4.466,4.051,79.513,80.09
14.09.2007,24.92,148.90,121910941,4.456,3.987,79.617,79.1
17.09.2007,26.48,148.10,109870775,4.468,4.09,79.72,80.57
18.09.2007,20.35,152.46,263759497,4.474,4.005,79.209,81.51
19.09.2007,20.03,153.36,193779848,4.548,3.906,79.3,81.93
20.09.2007,20.45,152.28,175186778,4.698,3.792,78.582,83.32
21.09.2007,19.00,151.97,141463409,4.622,3.759,78.597,81.62
24.09.2007,19.37,151.69,139450117,4.63,3.8,78.527,80.95
25.09.2007,18.60,151.39,142296566,4.626,3.798,78.313,79.53
26.09.2007,17.63,152.19,135588854,4.622,3.699,78.493,80.3
27.09.2007,17.00,153.09,102713274,4.565,3.698,78.338,82.88
28.09.2007,18.00,152.58,133372085,4.588,3.801,77.719,81.66
01.10.2007,17.84,154.30,148162230,4.547,3.904,77.904,80.24
02.10.2007,18.49,154.09,112978769,4.524,3.953,78.303,80.05
03.10.2007,18.80,153.78,119055844,4.561,3.947,78.573,79.94
04.10.2007,18.44,154.02,76864345,4.512,3.937,78.481,81.44
05.10.2007,16.91,155.85,134584501,4.638,3.976,78.308,81.22
08.10.2007,17.46,155.02,71280351,4.638,3.976,78.672,79.02
09.10.2007,16.12,156.48,94054252,4.649,4.017,78.526,80.26
10.10.2007,16.67,156.22,101711081,4.651,4.041,78.375,81.3
11.10.2007,18.88,155.47,233529065,4.638,4.113,78.078,83.08
12.10.2007,17.73,156.33,124546644,4.683,4.194,78.224,83.69
15.10.2007,19.25,155.01,161151820,4.679,4.277,78.088,86.13
16.10.2007,20.02,153.78,166525626,4.649,4.249,78.251,87.61
17.10.2007,18.54,154.25,216687238,4.554,3.999,78.12,87.4
18.10.2007,18.50,153.69,148457453,4.491,3.854,77.59,89.47
19.10.2007,22.96,149.67,297169866,4.393,3.821,77.407,88.6
22.10.2007,21.64,150.54,261989782,4.413,3.966,78.06,87.56
23.10.2007,20.41,151.76,180085062,4.405,3.979,77.589,85.27
24.10.2007,20.80,151.48,326694120,4.341,3.854,77.546,87.1
25.10.2007,21.17,151.84,237374487,4.379,3.926,77.278,90.46
26.10.2007,19.56,153.62,176491208,4.403,3.946,77.027,91.86
29.10.2007,19.87,154.13,106840923,4.383,3.966,76.837,93.53
30.10.2007,21.07,153.06,132981516,4.381,3.958,76.773,90.38
31.10.2007,18.53,154.65,220954386,4.473,3.916,76.479,94.53
01.11.2007,23.21,151.03,333040702,4.348,3.802,76.594,93.49
02.11.2007,23.01,151.20,331228171,4.318,3.604,76.337,95.93
05.11.2007,24.31,150.05,226845931,4.336,3.728,76.425,93.98
06.11.2007,21.39,152.07,177800407,4.375,3.741,76.04,96.7
07.11.2007,26.49,147.91,306639644,4.31,3.45,75.412,96.37
08.11.2007,26.16,147.16,374510087,4.285,3.409,75.456,95.46
09.11.2007,28.50,145.14,277745044,4.215,3.253,75.4,96.32
12.11.2007,31.09,143.70,243087901,4.215,3.252,75.902,94.62
13.11.2007,24.10,148.08,191117400,4.265,3.459,75.881,91.17
14.11.2007,25.94,147.67,230558773,4.252,3.399,75.814,94.09
15.11.2007,28.06,145.54,263111078,4.142,3.305,76.069,93.43
16.11.2007,25.49,145.79,308771041,4.169,3.418,75.827,95.1
19.11.2007,26.01,143.76,267745911,4.073,3.366,75.78,94.64
20.11.2007,24.88,144.64,414767456,4.098,3.285,75.205,98.03
21.11.2007,26.84,141.68,259196735,4.009,3.089,75.073,97.29
23.11.2007,25.61,144.13,77688317,4.001,3.222,75.053,98.18
26.11.2007,28.91,140.95,214232568,3.841,3.108,74.859,97.7
27.11.2007,26.28,142.57,293900195,3.95,3.156,75.096,94.42
28.11.2007,24.11,147.13,259096930,4.037,3.037,75.076,90.62
29.11.2007,23.97,147.18,199411087,3.936,2.965,75.588,91.01
